QuestionerId,QuotesId,OfferId,pqid,CChannel,RequestedLoanTypeId,ZipCode,State_Code,State,PropertyZipCode,PropertyState,PropertyCity,Veteran,EstimatedCreditScore,BankruptcyForeClosureCheck,PropertyTypeId,PropertyUse,EstimatedPropertyValue,CurrentMortgageBalance,LoanAmountRequested,DateCreated,SecondMortBalanceCheck,SecondMortBalance,UpdatedOn,IsDeviceTypeMobile,EstimatedCreditScoreBandId,DeviceType,UserIntentQuestion,LenderId,APRPercentage,AmortizationType,FixedRatePeriodMonths,IsFHALoan,IsJumboLoan,IsVALoan,LoanAmount,LoanProductName,LoanProgramId,LoanTermMonths,RatePercentage,TotalFees,TotalMonthlyPayment,IsInsuranceLenderPaid,AnnualMortgageInsurancePremiumPercentage,FHAUpfrontInsurancePremiumPercentage,VALoanFundingFeePercentage,FHAAnnualInsurancePremiumPercentage,IsBestOffer,MonthlySaving,LenderRank,CreatedOn,Status,TopicCreatedOn
12db39e7-4088-4af8-8e66-bfd8d4525c8f,6b38f657-e51f-40a7-a772-2f41b5b230a6,ad869257-518c-4a42-8993-1697c2de6a45,NULL,seo,2,99701,2,AK,99701,AK,Fairbanks,1,5,no,1,OWNEROCCUPIED,160000,135000,135000,2/18/2018 4:31,0,0,Feb 18 2018  4:54AM,FALSE,5,NULL,NULL,9,4.339,Fixed,360,0,0,0,135000,30 Yr Fixed,1,360,4.25,1416,665,0,0,0,0,0,1,0,NULL,2018-02-18T04:31:00Z[GMT],1,2018-02-19 04:30:47 GMT
cce95c69-ff4c-4a9b-9998-6f6eb54fde6a,347a2f63-9f9d-4cd8-ae30-fb1106564d3c,c09b51a4-c1ed-46c4-999a-03ef72311207,NULL,perf,2,99701,2,AK,99701,AK,Fairbanks,0,3,no,5,OWNEROCCUPIED,200000,150001,150001,6/16/2018 5:26,0,0,Jun 16 2018  5:31AM,TRUE,8,mobile,TakeCashOutOfHome,136,5.92,Fixed,360,1,0,0,150001,FHA 30 Yr Fixed,1,360,5.125,3937,932,0,0,1.749988333,0,0,1,0,2,2018-06-16T05:26:16Z[GMT],1,2018-06-16 05:35:35 GMT
4102c40b-7c8f-4611-9f55-835b623c7e97,26b4b05f-98d9-4992-9e5c-a08c99fe6760,db65ff2a-cce1-4ae2-92b6-4a0279f84f47,NULL,perf,2,99508,2,AK,99508,AK,Anchorage,1,5,no,1,OWNEROCCUPIED,350000,60001,65001,7/6/2018 0:00,0,0,Jul  6 2018 12:08AM,TRUE,7,mobile,TakeCashOutOfHome,9,4.906,Fixed,180,0,0,1,65001,VA 15 Yr Fixed,3,180,4.25,2842,500,0,0,0,2.15,0,1,59501,1,2018-07-06T00:00:48Z[GMT],1,2018-07-06 00:09:06 GMT
63ff7a90-12b9-4dbe-8fd8-a76816fa6810,56b96677-89f1-4b65-9c93-25c2e4b15b95,abb46687-7740-4ea1-9308-2cdca58630b0,NULL,sem,2,99645,2,AK,99645,AK,Palmer,0,5,no,5,INVESTMENTPROPERTY,325000,70001,80001,7/25/2018 18:54,0,0,Jul 25 2018  7:03PM,TRUE,6,tablet,TakeCashOutOfHome,9,5.786,Fixed,360,0,0,0,80001,30 Yr Fixed,1,360,5.625,1395,461,0,0,0,0,0,1,69540,1,2018-07-25T18:54:26Z[GMT],1,2018-07-25 19:03:58 GMT
0f498246-9a92-400c-8e76-6c85af5ecfc6,d586fef3-e4e4-4fbf-893a-787875c40ebb,9d131ef6-d9b1-4c79-b52e-43aacec241b3,NULL,perf,2,36426,1,AL,36426,AL,Brewton,0,5,no,1,OWNEROCCUPIED,300000,200000,200000,1/25/2018 17:54,0,0,Jan 25 2018  6:03PM,NULL,NULL,NULL,NULL,165,4.298,Fixed,360,0,0,0,200000,30 Yr Fixed,1,360,4.25,1146,984,0,0,0,0,0,0,0,NULL,2018-01-25T17:54:53Z[GMT],1,2018-01-25 18:09:50 GMT
0f498246-9a92-400c-8e76-6c85af5ecfc6,d586fef3-e4e4-4fbf-893a-787875c40ebb,9d131ef6-d9b1-4c79-b52e-43aacec241b3,NULL,perf,2,36426,1,AL,36426,AL,Brewton,0,5,no,1,OWNEROCCUPIED,300000,200000,200000,1/25/2018 17:54,0,0,Jan 25 2018  6:03PM,NULL,NULL,NULL,NULL,165,4.298,Fixed,360,0,0,0,200000,30 Yr Fixed,1,360,4.25,1146,984,0,0,0,0,0,0,0,NULL,2018-01-25T17:54:53Z[GMT],1,2018-01-25 18:11:33 GMT
0f498246-9a92-400c-8e76-6c85af5ecfc6,d586fef3-e4e4-4fbf-893a-787875c40ebb,a3abc1ae-27fe-4168-b8ef-385ac0de5227,NULL,perf,2,36426,1,AL,36426,AL,Brewton,0,5,no,1,OWNEROCCUPIED,300000,200000,200000,1/25/2018 17:54,0,0,Jan 25 2018  6:03PM,NULL,NULL,NULL,NULL,7,4.289,Fixed,360,0,0,0,200000,30 Yr Fixed,1,360,4.25,932,984,0,0,0,0,0,0,0,NULL,2018-01-25T17:54:53Z[GMT],1,2018-01-25 18:06:03 GMT
c02e6f6b-5cae-4af2-9095-ffe444a80c86,0e5fa1a5-2401-4b13-9991-bfd565866b71,b868e8a1-9f44-4b6b-819c-a92289fe79e6,NULL,sem,2,35242,1,AL,35242,AL,Birmingham,0,3,no,1,OWNEROCCUPIED,200000,105000,105000,1/24/2018 18:00,0,0,Jan 24 2018  6:03PM,NULL,NULL,NULL,NULL,165,4.17,Variable,60,0,0,0,105000,5 Yr ARM,6,360,4.125,918,509,0,0,0,0,0,1,0,NULL,2018-01-24T18:00Z[GMT],1,2018-01-24 18:03:47 GMT
ef65786e-79b6-4a90-820b-58bb59b1975d,8ba141a8-cc71-4a5b-9714-21df46a7c80f,ac64f67b-326d-4010-89c5-e22350702aa9,NULL,perf,2,36117,1,AL,36117,AL,Montgomery,0,5,no,1,OWNEROCCUPIED,135000,90000,100000,1/29/2018 18:52,1,10000,Jan 29 2018  7:24PM,NULL,NULL,NULL,NULL,165,4.625,Fixed,180,0,0,0,100000,15 Yr Fixed,3,180,4.625,0,772,0,0,0,0,0,1,0,NULL,2018-01-29T18:52:04Z[GMT],2,2018-01-29 18:55:50 GMT
ef65786e-79b6-4a90-820b-58bb59b1975d,8ba141a8-cc71-4a5b-9714-21df46a7c80f,5aa98048-c072-44c2-8fcb-05bfcbcd7823,NULL,perf,2,36117,1,AL,36117,AL,Montgomery,0,5,no,1,OWNEROCCUPIED,135000,90000,100000,1/29/2018 18:52,1,10000,Jan 29 2018  7:24PM,NULL,NULL,NULL,NULL,165,4.371,Fixed,180,0,0,0,100000,15 Yr Fixed,3,180,4.25,810,753,0,0,0,0,0,1,0,NULL,2018-01-29T18:52:04Z[GMT],2,2018-01-29 18:55:40 GMT
ef65786e-79b6-4a90-820b-58bb59b1975d,8ba141a8-cc71-4a5b-9714-21df46a7c80f,96043249-d147-4a20-951d-de9abf0b4986,NULL,perf,2,36117,1,AL,36117,AL,Montgomery,0,5,no,1,OWNEROCCUPIED,135000,90000,100000,1/29/2018 18:52,1,10000,Jan 29 2018  7:24PM,NULL,NULL,NULL,NULL,201,4.491,Fixed,180,0,0,0,100000,15 Yr Fixed,3,180,4.25,1602,753,0,0,0,0,0,1,0,NULL,2018-01-29T18:52:04Z[GMT],2,2018-01-29 18:55:45 GMT
ef65786e-79b6-4a90-820b-58bb59b1975d,8ba141a8-cc71-4a5b-9714-21df46a7c80f,eeddcd3c-75ec-4d84-a98f-22dae1e3f464,NULL,perf,2,36117,1,AL,36117,AL,Montgomery,0,5,no,1,OWNEROCCUPIED,135000,90000,100000,1/29/2018 18:52,1,10000,Jan 29 2018  7:24PM,NULL,NULL,NULL,NULL,201,4.301,Fixed,180,0,0,0,100000,15 Yr Fixed,3,180,3.875,2836,734,0,0,0,0,0,1,0,NULL,2018-01-29T18:52:04Z[GMT],2,2018-01-29 18:55:32 GMT
ef65786e-79b6-4a90-820b-58bb59b1975d,8ba141a8-cc71-4a5b-9714-21df46a7c80f,c0476414-4251-452a-87c7-c6073927909d,NULL,perf,2,36117,1,AL,36117,AL,Montgomery,0,5,no,1,OWNEROCCUPIED,135000,90000,100000,1/29/2018 18:52,1,10000,Jan 29 2018  7:24PM,NULL,NULL,NULL,NULL,165,4.771,Fixed,180,1,0,0,100000,FHA 15 Yr Fixed,3,180,4,2360,790,0,0,1.75,0,0,1,0,NULL,2018-01-29T18:52:04Z[GMT],2,2018-01-29 18:55:56 GMT
dcfc7e56-004e-4b1f-a859-6fabdfce5b0c,b472470d-e584-4b79-881f-a4e094e81038,d9509b13-aa5f-426f-85db-079e63671716,NULL,crm,2,35023,1,AL,35023,AL,Bessemer,1,9,no,1,OWNEROCCUPIED,130000,85000,85000,1/30/2018 16:23,0,0,Jan 30 2018  4:24PM,NULL,NULL,NULL,NULL,201,4.565,Fixed,180,0,0,0,85000,15 Yr Fixed,3,180,4.125,2475,635,0,0,0,0,0,1,0,NULL,2018-01-30T16:23:38Z[GMT],1,2018-01-30 16:28:17 GMT
07f4ba95-b9e9-4dc8-9e9e-e61ce018d155,7334710d-9e0c-4647-aefa-bfa218570874,c3f455a7-7566-4d5e-894b-0c0b61309fb3,NULL,offline,2,35661,1,AL,35661,AL,Muscle Shoals,1,7,no,1,OWNEROCCUPIED,160000,80000,110000,2/1/2018 3:55,0,0,Feb  1 2018  3:58AM,TRUE,NULL,NULL,NULL,201,4.482,Fixed,180,0,0,0,110000,15 Yr Fixed,3,180,4.125,2605,821,0,0,0,0,0,1,0,NULL,2018-02-01T03:55:16Z[GMT],1,2018-02-01 04:05:12 GMT
728a09ee-db7e-4ab5-a16f-05187ef37463,35d0b863-6138-49aa-a079-84c193405c3f,888acb4e-3b30-4aa0-89c8-08f7323841c7,NULL,perf,2,35215,1,AL,35215,AL,Birmingham,0,5,no,1,OWNEROCCUPIED,90000,60000,60000,2/1/2018 12:37,0,0,Feb  1 2018 12:44PM,TRUE,NULL,NULL,NULL,201,4.674,Fixed,240,0,0,0,60000,20 Yr Fixed,2,240,4.25,2134,372,0,0,0,0,0,1,0,NULL,2018-02-01T12:37:03Z[GMT],1,2018-02-01 12:46:09 GMT
571be4e7-e3f0-41b6-92d8-07e341c6141f,59e4079b-9ac4-4d48-9f39-bfbe6c344873,08201864-6537-42c1-8e42-5c209b54304f,NULL,seo,2,36580,1,AL,36580,AL,Summerdale,0,5,no,1,OWNEROCCUPIED,105000,60000,60000,2/17/2018 18:22,0,0,Feb 17 2018  6:24PM,FALSE,5,NULL,NULL,201,4.753,Fixed,180,0,0,0,60000,15 Yr Fixed,3,180,4.125,2470,448,0,0,0,0,0,1,0,NULL,2018-02-17T18:22:50Z[GMT],1,2018-02-17 18:25:13 GMT
571be4e7-e3f0-41b6-92d8-07e341c6141f,59e4079b-9ac4-4d48-9f39-bfbe6c344873,3f45feb4-c22e-4288-ad51-16d9d0eee997,NULL,seo,2,36580,1,AL,36580,AL,Summerdale,0,5,no,1,OWNEROCCUPIED,105000,60000,60000,2/17/2018 18:22,0,0,Feb 17 2018  6:24PM,FALSE,5,NULL,NULL,9,5.126,Fixed,180,1,0,0,60000,FHA 15 Yr Fixed,3,180,4.125,2295,478,0,0,1.75,0,0,1,0,NULL,2018-02-17T18:22:50Z[GMT],1,2018-02-17 18:25:31 GMT
571be4e7-e3f0-41b6-92d8-07e341c6141f,59e4079b-9ac4-4d48-9f39-bfbe6c344873,a6388dac-90e8-4653-8db5-36b805b3b7c5,NULL,seo,2,36580,1,AL,36580,AL,Summerdale,0,5,no,1,OWNEROCCUPIED,105000,60000,60000,2/17/2018 18:22,0,0,Feb 17 2018  6:24PM,FALSE,5,NULL,NULL,165,5.438,Fixed,360,0,0,0,60000,30 Yr Fixed,1,360,5.375,421,336,0,0,0,0,0,1,0,NULL,2018-02-17T18:22:50Z[GMT],1,2018-02-17 18:25:51 GMT
90136661-de0d-4748-8810-2f9ad5c15ea0,6c9b2e3c-0a84-416c-bd74-2d437c73bfdc,6da8eac2-ca64-4614-8189-2cc766d6ed23,NULL,sem,2,36532,1,AL,36532,AL,Fairhope,1,3,no,1,OWNEROCCUPIED,950000,475001,475001,3/30/2018 20:07,0,0,Mar 30 2018  8:10PM,FALSE,1,desktop,APRPercentage,9,3.797,Fixed,180,0,1,0,475001,15 Yr Fixed,3,180,3.625,5545,3425,0,0,0,0,0,1,0,1,2018-03-30T20:07:35Z[GMT],1,2018-03-30 20:12:00 GMT
59a878c3-2a98-4a11-a9cb-f095b79a66c2,fd89415e-1b9c-4ff7-9247-3edb15be692e,3bb3f152-092a-4ae1-b4f4-02477781b6fb,NULL,offline,2,35903,1,AL,35903,AL,Gadsden,1,7,no,1,OWNEROCCUPIED,60000,20001,40001,4/25/2018 1:28,1,10000,Apr 25 2018  1:33AM,FALSE,7,desktop,TotalMonthlyPayment,201,6.046,Fixed,360,0,0,0,40001,30 Yr Fixed,1,360,5.5,2305,228,0,0,0,0,0,1,0,1,2018-04-25T01:28:03Z[GMT],1,2018-04-25 01:33:54 GMT
e8c7d356-5002-46af-9524-f1786054f6f6,45b02b46-8c7f-4f96-a7ae-1c76ff5cb66f,0ce57f55-64ca-4e82-8799-5088a8bd5600,NULL,perf,1,35758,1,AL,35758,AL,Huntsville,1,9,no,1,OWNEROCCUPIED,0,0,0,6/4/2018 9:39,NULL,0,Jun  4 2018  9:41AM,TRUE,7,mobile,NotSure,9,5.127,Fixed,360,0,0,1,108000,VA 30 Yr Fixed,1,360,4.875,3090,579,0,0,0,1.25,0,1,0,1,2018-06-04T09:39:10Z[GMT],1,2018-06-04 09:42:01 GMT
996a6dc2-0b28-4f96-bf41-e4cc0c23e049,bbd7c994-4ea3-4b44-9e5e-4044f4e40d2f,62070208-1be2-4c49-b6da-4365ea322a82,NULL,sem,1,36619,1,AL,36619,AL,Mobile,0,7,no,1,OWNEROCCUPIED,0,0,0,6/12/2018 2:54,NULL,0,Jun 12 2018  2:58AM,FALSE,6,tablet,Shopping,9,5.947,Fixed,360,1,0,0,144000,FHA 30 Yr Fixed,1,360,4.875,4395,872,0,0,1.75,0,0,1,0,1,2018-06-12T02:54:08Z[GMT],1,2018-06-12 03:01:34 GMT
98066515-0ef1-4dbc-a675-b8aa2a9fed66,432963e5-7307-42f2-9a07-9feb9a384229,41799fa3-37e1-4cca-be24-88d9be239b48,NULL,sem,1,36274,1,AL,36274,AL,Roanoke,1,7,no,1,OWNEROCCUPIED,0,0,0,6/12/2018 20:05,NULL,0,Jun 12 2018  8:36PM,TRUE,6,mobile,Immediately,9,5.169,Fixed,360,0,0,1,95000,VA 30 Yr Fixed,1,360,4.875,3170,511,0,0,0,1.5,0,1,0,1,2018-06-12T20:05:06Z[GMT],1,2018-06-12 20:36:53 GMT
9d1e61c9-8869-48d6-afd1-7d61da5c19d6,43c42a69-c7d7-444b-98b2-f13e427cc5a2,e02606ea-58a2-488f-9e1e-fa21b1c8fcbd,NULL,crm,2,35007,1,AL,35007,AL,Alabaster,0,3,no,1,OWNEROCCUPIED,150000,80001,80001,6/17/2018 0:25,1,10000,Jun 17 2018 12:27AM,TRUE,1,mobile,TotalMonthlyPayment,232,5.04,Variable,84,0,0,0,90001,7/1 ARM,5,360,4.75,1612,470,0,0,0,0,0,1,0,1,2018-06-17T00:25:24Z[GMT],1,2018-06-17 00:28:48 GMT
5b1f09e0-c9f8-4c16-a1df-fc7c0b00148c,38cbe6ae-ca16-4d45-bf2b-f648ba6bdc78,e38b3cc3-d71b-42bf-9573-4673e286602d,NULL,sem,2,35959,1,AL,35959,AL,Cedar Bluff,0,7,no,6,OWNEROCCUPIED,90000,70001,75001,7/25/2018 22:26,0,0,Jul 25 2018 10:30PM,TRUE,8,mobile,TotalMonthlyPayment,9,5.741,Fixed,360,1,0,0,75001,FHA 30 Yr Fixed,1,360,4.875,2575,454,0,0,1.749310009,0,0,1,69597,1,2018-07-25T22:26:47Z[GMT],1,2018-07-25 22:32:23 GMT
187d9ecc-795f-4c88-b4f4-063a0e32209a,47b9bfc4-320a-4d7e-a647-b07fd2e5cacc,26663cf2-6d26-44e1-8b63-643c1c19a35f,NULL,display,2,35209,1,AL,35209,AL,Birmingham,1,3,no,1,OWNEROCCUPIED,275000,130001,130001,8/6/2018 18:33,0,0,Aug  6 2018  6:56PM,FALSE,1,desktop,TotalMonthlyPayment,232,4.859,Variable,60,0,0,0,130001,5/1 ARM,6,360,4.125,2087,631,0,0,0,0,0,1,129370,2,2018-08-06T18:33:43Z[GMT],1,2018-08-06 18:58:57 GMT
187d9ecc-795f-4c88-b4f4-063a0e32209a,47b9bfc4-320a-4d7e-a647-b07fd2e5cacc,40948f12-ce62-4950-859f-cc94b4ea62e9,NULL,display,2,35209,1,AL,35209,AL,Birmingham,1,3,no,1,OWNEROCCUPIED,275000,130001,130001,8/6/2018 18:33,0,0,Aug  6 2018  6:56PM,FALSE,1,desktop,TotalMonthlyPayment,136,4.354,Variable,60,0,0,1,130001,VA 5 Yr ARM,6,360,3.5,4095,597,0,0,0,2.15,0,1,129404,1,2018-08-06T18:33:43Z[GMT],1,2018-08-06 18:57:16 GMT
966f0723-a272-4004-b9b2-ed0109eda16d,aeb55789-a3a1-45fc-997c-0bf7ec372bf0,3600eef3-146f-4589-8846-4c0b5e2d2bc6,NULL,sem,2,36618,1,AL,36618,AL,Mobile,0,5,no,1,OWNEROCCUPIED,85000,30001,30001,8/13/2018 21:26,0,0,Aug 13 2018  9:32PM,FALSE,1,desktop,LowerLoanCost,232,5.302,Fixed,180,0,0,0,30001,15 Yr Fixed,3,180,4.75,1070,234,0,0,0,0,0,1,29767,1,2018-08-13T21:26:29Z[GMT],1,2018-08-13 21:35:00 GMT
71062164-94c8-4ffe-ac6b-605cc47a324c,7e13a650-044f-4760-99e0-efac949a0123,f15f966f-acd6-4283-9f12-e5569979c2b7,NULL,crm,2,36541,1,AL,36541,AL,Grand Bay,0,9,no,5,OWNEROCCUPIED,150000,30001,60001,8/23/2018 11:57,0,0,Aug 23 2018 12:02PM,TRUE,7,mobile,TotalMonthlyPayment,136,6.219,Fixed,240,0,0,0,60001,20 Yr Fixed,2,240,6.125,450,435,0,0,0,0,0,0,0,1,2018-08-23T11:57:49Z[GMT],1,2018-08-23 12:04:36 GMT
8b565e1a-0902-4161-a280-ca000334fac3,7dd631d3-9009-4746-82c7-8e4e447a9bef,74e8f479-cb7c-434c-a71f-9c5a027049ba,NULL,seo,2,35215,1,AL,35215,AL,Birmingham,0,7,no,1,OWNEROCCUPIED,95000,85001,85001,8/24/2018 3:15,0,0,Aug 24 2018  9:16PM,TRUE,6,mobile,APRPercentage,136,4.674,Fixed,180,1,0,0,85001,FHA 15 Yr Fixed,3,180,3.875,2018,666,0,0,1.749391184,0,0,1,0,1,2018-08-24T03:15:02Z[GMT],1,2018-08-24 21:17:57 GMT
d2d2beaa-8a2d-4874-9043-781fe2ac7db4,93a9f013-d5ee-4771-9510-856e372d6427,74a3f099-32fa-43c1-947b-744995ba33eb,NULL,sem,2,36571,1,AL,36571,NULL,NULL,0,5,no,1,OWNEROCCUPIED,200000,140001,170001,8/30/2018 15:46,0,0,Aug 30 2018  3:48PM,FALSE,5,desktop,TakeCashOutOfHome,7,5.163,Fixed,360,0,0,0,170001,30YearFixed,1,360,5,995,952,0,0,0,0,0,1,0,1,2018-08-30T15:46:14Z[GMT],1,2018-08-30 15:49:45 GMT
620a179a-ec4a-4c87-aa53-076db6ea6d65,c1819ff8-d70f-48c4-9360-3772cc71f8e8,ab96742a-28de-4342-8318-b57317d18c5c,NULL,sem,2,35971,1,AL,35971,NULL,NULL,0,3,no,1,OWNEROCCUPIED,105000,80001,80001,8/31/2018 20:20,0,0,Aug 31 2018 10:23PM,FALSE,4,desktop,APRPercentage,136,4.506,Fixed,180,0,0,0,80001,15 Yr Fixed,3,180,4.375,700,607,0,0,0,0,0,1,0,1,2018-08-31T20:20:52Z[GMT],1,2018-08-31 22:24:09 GMT
8692fd48-ad21-425e-85e4-45f095e07df3,423c2a57-ef54-4c32-a44b-c65b65712ea3,998ef529-7acd-4492-a419-d36ebdee45c1,NULL,social,2,36344,1,AL,36344,NULL,NULL,0,3,no,1,OWNEROCCUPIED,200000,100001,105001,9/2/2018 14:48,0,0,Sep  5 2018 11:48AM,TRUE,1,mobile,TotalMonthlyPayment,165,4.692,Fixed,360,0,0,0,105001,30 Yr Fixed,1,360,4.625,808,540,0,0,0,0,0,1,0,1,2018-09-02T14:48:18Z[GMT],1,2018-09-04 18:02:30 GMT
5358c68e-7cc7-462c-ba85-c4e362e3a2af,24cb9843-24c7-44af-9d3a-cf2b35750713,b17b1ac9-6d58-408d-8b21-dfd7341dff52,NULL,display,2,36203,1,AL,36203,AL,Oxford,0,9,no,1,OWNEROCCUPIED,105000,50001,80001,9/3/2018 13:57,0,0,Sep  6 2018  9:02AM,TRUE,7,mobile,LowerLoanCost,136,5.111,Variable,60,1,0,0,80001,FHA 5 Yr ARM,6,360,4.125,2100,448,0,0,1.749978125,0,0,0,0,1,2018-09-03T13:57:18Z[GMT],1,2018-09-03 14:10:05 GMT
36d713fc-7cec-4c05-b719-d57778dddb1c,cc0f655a-fb98-4a09-8ed4-4da591584d8a,0383e50d-d478-4658-ba0a-61ff10d388ee,dee5efc0-a515-4807-9d5e-b6926fa2eae9,offline,2,35124,1,AL,35124,AL,Pelham,0,5,no,1,OWNEROCCUPIED,170000,115000,125000,3/12/2018 19:10,0,0,Mar 12 2018  7:10PM,FALSE,8,desktop,NULL,7,5.01,Fixed,360,1,0,0,125000,FHA 30 Yr Fixed,1,360,4.25,3133,709,0,0,1.7496,0,0,1,0,NULL,2018-03-12T19:10:30Z[GMT],1,2018-03-12 19:11:10 GMT
4257ff14-86d4-4f43-8b21-6b60c5589e87,293765ec-c25a-4298-94be-93ed992ff570,8416cac1-2976-4fec-a35f-03f9d0cc9de1,ac4cb4ef-d675-4b3f-aba4-535b07db7d08,offline,2,35466,1,AL,35466,AL,Gordo,0,5,no,1,OWNEROCCUPIED,170000,80001,100001,4/19/2018 14:39,0,0,Apr 19 2018  2:39PM,FALSE,1,desktop,TakeCashOutOfHome,232,4.829,Fixed,360,1,0,0,100001,FHA 30 Yr Fixed,1,360,4,3329,552,0,0,1.7499825,0,0,1,0,2,2018-04-19T14:39:06Z[GMT],1,2018-04-19 14:44:16 GMT
dd1bc1bf-f02f-40d2-8e4f-8b719a7ef3bb,22dfb2b0-43cc-47a1-8bdb-0837062acd01,9ef2a550-2213-4eb4-a112-116d993bc72c,0a16e94f-32f8-493c-ad33-fa2bf9a138dc,crm,2,35212,1,AL,35212,AL,Birmingham,0,3,no,1,OWNEROCCUPIED,190000,70001,70001,6/6/2018 16:08,1,20001,Jun  6 2018  4:13PM,TRUE,1,mobile,APRPercentage,9,5.102,Fixed,240,0,0,0,90002,20 Yr Fixed,2,240,4.875,1695,588,0,0,0,0,0,1,0,3,2018-06-06T16:08:16Z[GMT],1,2018-06-06 16:12:40 GMT
9fccb2ba-e7df-4dc2-9a5a-f1e64c7a88d8,35c465c8-285a-4d06-875f-2c0a5e4afa1c,05fa94cf-813d-4746-95fa-2ff4c292a5f9,NULL,display,2,72113,5,AR,72113,AR,Maumelle,1,3,no,1,OWNEROCCUPIED,275000,150000,150000,2/9/2018 23:49,0,0,Feb 10 2018 12:02AM,FALSE,NULL,NULL,NULL,7,4.457,Fixed,360,0,0,0,150000,30 Yr Fixed,1,360,4.375,1437,749,0,0,0,0,0,1,0,NULL,2018-02-09T23:49:34Z[GMT],1,2018-02-10 00:09:24 GMT
9fccb2ba-e7df-4dc2-9a5a-f1e64c7a88d8,35c465c8-285a-4d06-875f-2c0a5e4afa1c,0d2b02ad-a890-4817-8d69-bddceebdc5be,NULL,display,2,72113,5,AR,72113,AR,Maumelle,1,3,no,1,OWNEROCCUPIED,275000,150000,150000,2/9/2018 23:49,0,0,Feb 10 2018 12:02AM,FALSE,NULL,NULL,NULL,9,4.199,Fixed,360,0,0,0,150000,30 Yr Fixed,1,360,4.125,1326,727,0,0,0,0,0,1,0,NULL,2018-02-09T23:49:34Z[GMT],1,2018-02-10 00:13:38 GMT
49a4e4ae-0304-4686-b2bd-e60768911b66,5c25b5e6-9c14-414e-ad97-e08da7177fd3,1ea8581a-e5e6-4c2b-b47a-e6282c79b18e,NULL,offline,1,72201,5,AR,72201,AR,Little Rock,0,5,no,1,OWNEROCCUPIED,0,0,0,5/22/2018 19:41,NULL,0,May 22 2018  7:44PM,FALSE,6,desktop,UnderContract,9,5.754,Fixed,360,0,0,0,200000,30 Yr Fixed,1,360,5.625,2795,1152,0,0,0,0,0,1,0,1,2018-05-22T19:41:20Z[GMT],1,2018-05-22 19:45:15 GMT
3a52d49a-4285-4c35-8de2-031d51128d1b,1cff3b43-dfad-4eb1-b2d7-6fe5cfeb13a3,70f7bea4-6db3-423b-bf03-5f11546b9582,NULL,offline,2,71730,5,AR,71730,AR,El Dorado,0,3,no,1,OWNEROCCUPIED,250000,225001,225001,5/30/2018 18:31,0,0,May 30 2018  8:14PM,FALSE,1,desktop,APRPercentage,9,4.187,Fixed,360,0,0,0,225001,30 Yr Fixed,1,360,4.125,1665,1091,0,0,0,0,0,1,0,1,2018-05-30T18:31:00Z[GMT],1,2018-05-30 18:55:26 GMT
3a52d49a-4285-4c35-8de2-031d51128d1b,1cff3b43-dfad-4eb1-b2d7-6fe5cfeb13a3,a84a5ef8-c420-43f2-bffb-c7449b1cb8e6,NULL,offline,2,71730,5,AR,71730,AR,El Dorado,0,3,no,1,OWNEROCCUPIED,250000,225001,225001,5/30/2018 18:31,0,0,May 30 2018  8:14PM,FALSE,1,desktop,APRPercentage,7,4.318,Fixed,240,0,0,0,225001,20 Yr Fixed,2,240,4.125,2207,1414,0,0,0,0,0,1,0,2,2018-05-30T18:31:00Z[GMT],1,2018-05-30 20:14:58 GMT
eb178190-9a11-4345-937c-32cf6e5d900b,ec6bde4c-fa2a-45b5-bb02-3b86a3e053df,3468a35e-e10d-4f0d-b871-0fcd432cd947,NULL,perf,2,71921,5,AR,71921,AR,Amity,1,3,no,1,OWNEROCCUPIED,200000,150001,150001,6/9/2018 9:18,0,0,Jun  9 2018  9:21AM,FALSE,1,desktop,TotalMonthlyPayment,136,4.279,Variable,60,0,0,1,150001,VA 5 Yr ARM,6,360,3.75,4725,710,0,0,0,2.15,0,1,0,1,2018-06-09T09:18:21Z[GMT],1,2018-06-09 09:22:09 GMT
fbbcc756-43c8-4d8c-b90a-0a526c6cf51d,c7f643af-b7a5-4f19-859e-b9c5ae9f2658,f6a3e93e-ad37-494f-a1c9-17cd0befb830,NULL,sem,1,71854,5,AR,71854,TX,Texarkana,0,3,no,1,OWNEROCCUPIED,0,0,0,6/11/2018 18:45,NULL,0,Jun 11 2018  6:49PM,FALSE,2,desktop,Shopping,9,5.463,Fixed,360,0,0,0,126000,30 Yr Fixed,1,360,5.125,1740,725,0,0,0,0,0,1,0,1,2018-06-11T18:45:29Z[GMT],1,2018-06-11 18:49:46 GMT
70b9409a-7810-4a7f-a603-8a879ed471a1,c505b6be-1104-4951-974e-d34e4d47a057,8ab62477-fe14-4f7f-ae68-f052eb253672,NULL,perf,2,72704,5,AR,72704,AR,Fayetteville,0,7,no,1,OWNEROCCUPIED,225000,140001,180001,6/16/2018 17:55,0,0,Jun 16 2018  5:59PM,TRUE,9,mobile,TakeCashOutOfHome,9,5.589,Fixed,360,1,0,0,180001,FHA 30 Yr Fixed,1,360,4.75,5745,1076,0,0,1.749990278,0,0,1,0,1,2018-06-16T17:55:10Z[GMT],1,2018-06-16 18:01:32 GMT
